IPAddress,Day,Month,Year,HH,RequestType,API,StatusCode,Bytes,Refferer,UserAgent,ResponseTime,Browser,Os,Device
176.232.52.188,27,12,2037,12,POST,/usr/admin,200,5066,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",4253,Opera,Linux,Mobile
78.234.98.161,27,12,2037,12,POST,/usr/admin,200,5060,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",304,Opera,Linux,Mobile
170.75.100.183,27,12,2037,12,POST,/usr/admin,304,4966,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,4445,Mozilla,Linux,Mobile
79.218.254.175,27,12,2037,12,POST,/usr/register,404,4981,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",4,Safari,Mac OS,Others
191.139.143.242,27,12,2037,12,POST,/usr/admin,304,5052,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",2530,Opera,Windows,Others
109.207.56.196,27,12,2037,12,POST,/usr/login,500,5018,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",3215,Safari,iOS,Mobile
244.57.159.4,27,12,2037,12,POST,/usr/register,303,4956,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,425,Mozilla,Linux,Mobile
152.117.240.83,27,12,2037,12,POST,/usr/login,200,4961,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",538,Safari,iOS,Mobile
115.200.118.81,27,12,2037,12,POST,/usr/register,502,5051,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",4403,Chrome,Windows,Others
203.239.32.86,27,12,2037,12,POST,/usr/admin/developer,404,4931,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",664,Chrome,Linux,Mobile
241.249.167.109,27,12,2037,12,POST,/usr/register,502,5040,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",984,Opera,Linux,Mobile
163.152.48.202,27,12,2037,12,POST,/usr,502,5006,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",2723,Opera,Linux,Mobile
60.198.166.177,27,12,2037,12,POST,/usr/admin,502,4940,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",2793,Chrome,Linux,Mobile
187.62.192.32,27,12,2037,12,POST,/usr,500,5013,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",1929,Safari,iOS,Mobile
230.104.3.250,27,12,2037,12,POST,/usr/admin/developer,500,4990,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",191,Chrome,Linux,Mobile
128.170.239.118,27,12,2037,12,POST,/usr,200,5028,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",10,Others,Windows,Others
217.110.75.59,27,12,2037,12,POST,/usr,303,5035,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",122,Safari,Mac OS,Others
232.54.236.201,27,12,2037,12,POST,/usr/admin,404,4955,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,2732,Mozilla,Windows,Others
66.156.161.82,27,12,2037,12,POST,/usr/admin/developer,403,4987,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",2648,Opera,Windows,Others
34.173.196.6,27,12,2037,12,POST,/usr/register,403,4946,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",1123,Safari,Mac OS,Others
236.225.169.130,27,12,2037,12,POST,/usr/admin/developer,403,5000,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",4347,Safari,Mac OS,Others
60.146.42.159,27,12,2037,12,POST,/usr/admin/developer,303,5015,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",2916,Chrome,Linux,Mobile
225.87.45.254,27,12,2037,12,POST,/usr/login,304,5014,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",2504,Others,Windows,Others
86.246.67.134,27,12,2037,12,POST,/usr/register,404,5028,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,3536,Mozilla,Linux,Mobile
214.1.217.80,27,12,2037,12,POST,/usr/register,502,5047,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",1805,Chrome,Windows,Others
17.21.41.139,27,12,2037,12,POST,/usr/register,200,4978,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",685,Opera,Windows,Others
88.202.238.21,27,12,2037,12,POST,/usr/admin,404,4979,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",282,Safari,Mac OS,Others
152.8.160.33,27,12,2037,12,POST,/usr/register,303,5008,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",4849,Opera,Windows,Others
254.56.20.135,27,12,2037,12,POST,/usr/login,403,5050,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",556,Others,Linux,Mobile
223.207.107.147,27,12,2037,12,POST,/usr/register,404,5015,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",634,Chrome,Linux,Mobile
32.244.30.186,27,12,2037,12,POST,/usr,404,5005,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",3419,Safari,iOS,Mobile
116.213.191.137,27,12,2037,12,POST,/usr/register,404,4961,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",4716,Others,Linux,Mobile
77.119.40.16,27,12,2037,12,POST,/usr/admin,200,4985,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,4765,Mozilla,Linux,Mobile
184.69.172.244,27,12,2037,12,POST,/usr/admin,500,5069,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",1283,Others,Windows,Others
212.166.118.231,27,12,2037,12,POST,/usr,200,5061,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",2925,Others,Linux,Mobile
202.236.152.147,27,12,2037,12,POST,/usr/login,500,5101,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",295,Others,Windows,Others
177.169.209.211,27,12,2037,12,POST,/usr/register,500,4979,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",1171,Safari,Mac OS,Others
244.144.35.244,27,12,2037,12,POST,/usr/login,200,5016,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",1823,Safari,Mac OS,Others
21.178.246.246,27,12,2037,12,POST,/usr/admin,304,5008,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",235,Chrome,Windows,Others
102.158.77.129,27,12,2037,12,POST,/usr/login,200,4919,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,4312,Mozilla,Linux,Mobile
126.215.127.2,27,12,2037,12,POST,/usr/admin,404,5036,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",1240,Safari,Mac OS,Others
10.143.7.52,27,12,2037,12,POST,/usr,200,4912,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",4057,Opera,Windows,Others
161.7.210.238,27,12,2037,12,POST,/usr/register,303,4977,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",4320,Safari,iOS,Mobile
184.119.8.107,27,12,2037,12,POST,/usr/register,500,5039,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",3822,Others,Linux,Mobile
119.147.94.79,27,12,2037,12,POST,/usr/admin,304,5063,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",2658,Chrome,Linux,Mobile
150.193.190.228,27,12,2037,12,POST,/usr/register,304,5033,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",2086,Opera,Windows,Others
133.22.24.214,27,12,2037,12,POST,/usr/admin/developer,200,4997,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",686,Opera,Windows,Others
64.231.115.213,27,12,2037,12,POST,/usr,303,5000,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",2323,Chrome,Windows,Others
18.37.182.200,27,12,2037,12,POST,/usr/admin/developer,200,5021,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",2920,Safari,iOS,Mobile
184.124.6.31,27,12,2037,12,POST,/usr/admin,200,5115,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",4550,Chrome,Windows,Others
106.250.123.90,27,12,2037,12,POST,/usr/admin,403,5127,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",2000,Safari,iOS,Mobile
107.86.232.136,27,12,2037,12,POST,/usr/login,404,4994,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",678,Opera,Linux,Mobile
112.34.54.236,27,12,2037,12,POST,/usr/login,200,5036,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",1528,Opera,Linux,Mobile
25.150.27.94,27,12,2037,12,POST,/usr,304,5056,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",183,Opera,Windows,Others
159.222.197.27,27,12,2037,12,POST,/usr/admin/developer,304,4978,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",2177,Opera,Linux,Mobile
219.93.160.107,27,12,2037,12,POST,/usr/admin/developer,303,5026,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,578,Mozilla,Windows,Others
142.158.242.191,27,12,2037,12,POST,/usr/register,500,5077,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",2634,Opera,Windows,Others
247.77.237.92,27,12,2037,12,POST,/usr,403,4999,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",4747,Others,Windows,Others
252.236.27.147,27,12,2037,12,POST,/usr/login,304,4957,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",4417,Others,Windows,Others
109.58.193.35,27,12,2037,12,POST,/usr/register,502,4962,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,3937,Mozilla,Windows,Others
253.60.225.139,27,12,2037,12,POST,/usr/admin,403,4957,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",405,Others,Windows,Others
199.250.237.142,27,12,2037,12,POST,/usr/admin,200,4968,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",2780,Safari,iOS,Mobile
128.190.129.123,27,12,2037,12,POST,/usr/login,200,4948,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",610,Chrome,Windows,Others
200.225.173.31,27,12,2037,12,POST,/usr/register,304,4936,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",3768,Opera,Windows,Others
32.208.21.210,27,12,2037,12,POST,/usr,403,5027,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",4278,Others,Linux,Mobile
21.201.155.17,27,12,2037,12,POST,/usr,500,5041,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,3281,Mozilla,Windows,Others
108.208.138.216,27,12,2037,12,POST,/usr/login,200,4984,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",1512,Chrome,Linux,Mobile
208.2.158.62,27,12,2037,12,POST,/usr/register,200,5037,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",4930,Others,Linux,Mobile
151.211.227.102,27,12,2037,12,POST,/usr,200,5007,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",2615,Chrome,Linux,Mobile
79.175.47.132,27,12,2037,12,POST,/usr/login,304,4990,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",24,Opera,Windows,Others
106.183.155.204,27,12,2037,12,POST,/usr/register,404,5124,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",1399,Chrome,Linux,Mobile
107.129.160.112,27,12,2037,12,POST,/usr/admin/developer,200,4954,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",30,Chrome,Windows,Others
244.115.189.251,27,12,2037,12,POST,/usr/login,500,5062,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,1914,Mozilla,Windows,Others
79.106.119.0,27,12,2037,12,POST,/usr,403,5078,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",4505,Safari,Mac OS,Others
69.3.99.121,27,12,2037,12,POST,/usr,502,4922,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",4762,Opera,Windows,Others
198.3.133.13,27,12,2037,12,POST,/usr/admin/developer,304,5037,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,4201,Mozilla,Linux,Mobile
147.207.111.117,27,12,2037,12,POST,/usr,500,5001,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",3067,Chrome,Linux,Mobile
116.215.64.90,27,12,2037,12,POST,/usr,303,4974,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,2012,Mozilla,Windows,Others
87.206.136.111,27,12,2037,12,POST,/usr/login,502,5038,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,42,Mozilla,Linux,Mobile
137.121.22.18,27,12,2037,12,POST,/usr/admin,500,4953,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",4638,Opera,Linux,Mobile
136.16.30.71,27,12,2037,12,POST,/usr/register,304,5097,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",3727,Safari,Mac OS,Others
128.19.30.237,27,12,2037,12,POST,/usr,403,4998,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,689,Mozilla,Linux,Mobile
73.15.114.85,27,12,2037,12,POST,/usr,404,5083,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,4602,Mozilla,Windows,Others
141.40.16.72,27,12,2037,12,POST,/usr/admin,303,4983,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",2156,Chrome,Linux,Mobile
178.242.100.241,27,12,2037,12,POST,/usr/login,403,4983,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",4224,Safari,Mac OS,Others
13.131.129.62,27,12,2037,12,POST,/usr/admin/developer,502,4896,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",239,Safari,Mac OS,Others
98.109.25.159,27,12,2037,12,POST,/usr/admin/developer,404,5033,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",1741,Opera,Linux,Mobile
4.168.161.138,27,12,2037,12,POST,/usr/register,403,4993,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",3931,Opera,Linux,Mobile
116.180.234.166,27,12,2037,12,POST,/usr/register,403,4916,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,3276,Mozilla,Windows,Others
4.248.95.165,27,12,2037,12,POST,/usr/register,304,4914,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",1778,Others,Windows,Others
95.36.254.44,27,12,2037,12,POST,/usr,403,4955,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,1227,Mozilla,Windows,Others
52.80.57.67,27,12,2037,12,POST,/usr,403,5061,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",3739,Others,Linux,Mobile
82.65.23.228,27,12,2037,12,POST,/usr/register,403,5013,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,2652,Mozilla,Windows,Others
223.189.217.120,27,12,2037,12,POST,/usr/admin/developer,303,5008,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",1197,Others,Windows,Others
224.119.226.27,27,12,2037,12,POST,/usr/register,303,4965,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",3955,Opera,Linux,Mobile
165.102.78.205,27,12,2037,12,POST,/usr,403,5038,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",3135,Opera,Windows,Others
36.147.216.163,27,12,2037,12,POST,/usr/register,303,5064,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,1184,Mozilla,Linux,Mobile
208.35.177.113,27,12,2037,12,POST,/usr/register,200,4979,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,3286,Mozilla,Linux,Mobile
151.135.155.176,27,12,2037,12,POST,/usr/admin,304,5020,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",242,Others,Linux,Mobile
214.225.86.27,27,12,2037,12,POST,/usr/admin/developer,304,4952,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",325,Opera,Windows,Others
195.33.136.148,27,12,2037,12,POST,/usr,403,4913,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,449,Mozilla,Linux,Mobile
