IPAddress,RemoteLogName,UserID,Day,Month,Year,HH,RequestType,API,StatusCode,Bytes,Refferer,UserAgent,ResponseTime,Browser,Os,Device
29.146.134.77,-,-,27,12,2037,12,POST,/usr/admin/developer,304,5006,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",4183,Others,Linux,Mobile
96.140.161.220,-,-,27,12,2037,12,GET,/usr/admin/developer,502,5015,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",2049,Opera,Windows,Others
205.106.167.24,-,-,27,12,2037,12,DELETE,/usr/login,404,5055,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,3816,Mozilla,Windows,Others
162.194.122.227,-,-,27,12,2037,12,POST,/usr/login,404,5079,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",3350,Safari,iOS,Mobile
254.169.255.103,-,-,27,12,2037,12,GET,/usr/login,304,5081,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",3767,Chrome,Windows,Others
40.166.138.70,-,-,27,12,2037,12,DELETE,/usr/login,404,4971,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",2559,Others,Windows,Others
200.247.189.155,-,-,27,12,2037,12,DELETE,/usr/admin,404,4991,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",4952,Safari,iOS,Mobile
116.70.64.96,-,-,27,12,2037,12,DELETE,/usr/login,304,4936,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,1282,Mozilla,Windows,Others
101.63.18.10,-,-,27,12,2037,12,POST,/usr/admin/developer,500,4978,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,1144,Mozilla,Windows,Others
166.141.166.151,-,-,27,12,2037,12,GET,/usr/admin/developer,500,5043,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",3051,Others,Linux,Mobile
117.171.246.140,-,-,27,12,2037,12,POST,/usr/admin/developer,403,4922,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,2406,Mozilla,Windows,Others
206.57.125.58,-,-,27,12,2037,12,GET,/usr/login,200,5035,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",2930,Safari,iOS,Mobile
84.168.150.178,-,-,27,12,2037,12,PUT,/usr/login,200,5024,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",258,Safari,iOS,Mobile
122.152.32.151,-,-,27,12,2037,12,PUT,/usr/admin/developer,500,5011,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",3117,Chrome,Linux,Mobile
15.218.85.243,-,-,27,12,2037,12,POST,/usr,303,4918,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",3799,Others,Windows,Others
105.161.111.186,-,-,27,12,2037,12,DELETE,/usr/admin/developer,200,5040,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",2356,Chrome,Linux,Mobile
152.132.51.202,-,-,27,12,2037,12,GET,/usr/login,303,5022,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",1531,Opera,Linux,Mobile
248.236.106.24,-,-,27,12,2037,12,GET,/usr/admin,304,5102,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",2357,Safari,Mac OS,Others
227.41.190.154,-,-,27,12,2037,12,POST,/usr/register,403,4922,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",4013,Chrome,Windows,Others
83.5.54.148,-,-,27,12,2037,12,POST,/usr/login,200,5025,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",3712,Others,Linux,Mobile
83.226.128.195,-,-,27,12,2037,12,DELETE,/usr/register,303,4906,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",2209,Chrome,Linux,Mobile
216.109.103.119,-,-,27,12,2037,12,POST,/usr/admin,303,5097,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",2208,Safari,iOS,Mobile
182.23.19.184,-,-,27,12,2037,12,DELETE,/usr/register,500,5047,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,288,Mozilla,Linux,Mobile
152.254.117.50,-,-,27,12,2037,12,PUT,/usr/admin,404,5001,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,3876,Mozilla,Windows,Others
1.100.246.85,-,-,27,12,2037,12,PUT,/usr/admin/developer,502,4976,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",3783,Chrome,Windows,Others
21.94.150.190,-,-,27,12,2037,12,DELETE,/usr,404,4915,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",65,Chrome,Windows,Others
86.44.191.196,-,-,27,12,2037,12,DELETE,/usr/register,403,4992,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",4145,Others,Linux,Mobile
103.21.237.141,-,-,27,12,2037,12,DELETE,/usr/admin/developer,403,5084,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",439,Opera,Windows,Others
80.246.250.233,-,-,27,12,2037,12,PUT,/usr/login,403,5055,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",1898,Opera,Windows,Others
178.95.208.64,-,-,27,12,2037,12,POST,/usr/admin,303,4944,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",3165,Others,Windows,Others
96.153.127.196,-,-,27,12,2037,12,POST,/usr,404,4938,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",2761,Others,Linux,Mobile
66.149.250.177,-,-,27,12,2037,12,GET,/usr/register,200,4981,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",4997,Others,Linux,Mobile
102.63.26.143,-,-,27,12,2037,12,PUT,/usr/login,304,4944,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",1827,Others,Linux,Mobile
223.40.191.115,-,-,27,12,2037,12,DELETE,/usr/admin/developer,303,4951,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",4189,Others,Linux,Mobile
163.89.129.96,-,-,27,12,2037,12,PUT,/usr/admin/developer,303,4947,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",853,Opera,Linux,Mobile
122.212.30.156,-,-,27,12,2037,12,POST,/usr,200,5010,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",4795,Opera,Windows,Others
149.2.195.180,-,-,27,12,2037,12,DELETE,/usr/register,404,4954,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",3021,Others,Windows,Others
2.150.75.201,-,-,27,12,2037,12,GET,/usr/register,303,5023,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,3292,Mozilla,Linux,Mobile
176.232.52.188,-,-,27,12,2037,12,POST,/usr/admin,200,5066,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",4253,Opera,Linux,Mobile
166.63.160.84,-,-,27,12,2037,12,GET,/usr/login,200,4974,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",324,Others,Windows,Others
78.234.98.161,-,-,27,12,2037,12,POST,/usr/admin,200,5060,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",304,Opera,Linux,Mobile
170.75.100.183,-,-,27,12,2037,12,POST,/usr/admin,304,4966,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,4445,Mozilla,Linux,Mobile
79.218.254.175,-,-,27,12,2037,12,POST,/usr/register,404,4981,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",4,Safari,Mac OS,Others
45.18.212.225,-,-,27,12,2037,12,DELETE,/usr/admin/developer,303,5050,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",4257,Safari,Mac OS,Others
182.235.56.167,-,-,27,12,2037,12,DELETE,/usr/register,304,4985,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",1587,Others,Linux,Mobile
140.195.40.151,-,-,27,12,2037,12,PUT,/usr/admin,303,5011,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",442,Safari,iOS,Mobile
191.139.143.242,-,-,27,12,2037,12,POST,/usr/admin,304,5052,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",2530,Opera,Windows,Others
97.27.184.175,-,-,27,12,2037,12,PUT,/usr/register,304,4947,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",12,Chrome,Linux,Mobile
109.207.56.196,-,-,27,12,2037,12,POST,/usr/login,500,5018,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",3215,Safari,iOS,Mobile
50.174.145.220,-,-,27,12,2037,12,PUT,/usr,403,4876,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",2127,Opera,Windows,Others
82.217.100.166,-,-,27,12,2037,12,GET,/usr/admin/developer,304,5031,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",311,Opera,Windows,Others
33.47.119.45,-,-,27,12,2037,12,PUT,/usr,502,5031,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",415,Others,Windows,Others
46.177.122.140,-,-,27,12,2037,12,DELETE,/usr/login,502,5024,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",3312,Opera,Linux,Mobile
97.83.71.88,-,-,27,12,2037,12,PUT,/usr/register,404,5014,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",4300,Others,Windows,Others
62.237.194.79,-,-,27,12,2037,12,DELETE,/usr,404,5048,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,858,Mozilla,Linux,Mobile
224.52.213.239,-,-,27,12,2037,12,GET,/usr/admin/developer,502,5022,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",4198,Others,Linux,Mobile
8.235.224.110,-,-,27,12,2037,12,GET,/usr/login,502,4957,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",4401,Safari,iOS,Mobile
250.209.47.166,-,-,27,12,2037,12,PUT,/usr,303,5023,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",2141,Chrome,Windows,Others
92.159.155.131,-,-,27,12,2037,12,PUT,/usr/login,403,5007,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,4367,Mozilla,Linux,Mobile
244.57.159.4,-,-,27,12,2037,12,POST,/usr/register,303,4956,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,425,Mozilla,Linux,Mobile
152.117.240.83,-,-,27,12,2037,12,POST,/usr/login,200,4961,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",538,Safari,iOS,Mobile
251.144.236.2,-,-,27,12,2037,12,GET,/usr/admin,200,4912,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",1317,Safari,Mac OS,Others
128.91.226.1,-,-,27,12,2037,12,GET,/usr,403,4988,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",3345,Chrome,Linux,Mobile
48.196.209.253,-,-,27,12,2037,12,DELETE,/usr/admin,404,4963,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,3126,Mozilla,Windows,Others
89.42.245.245,-,-,27,12,2037,12,GET,/usr,500,5000,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",4562,Safari,iOS,Mobile
115.200.118.81,-,-,27,12,2037,12,POST,/usr/register,502,5051,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",4403,Chrome,Windows,Others
103.186.156.77,-,-,27,12,2037,12,DELETE,/usr/login,500,4914,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",1409,Others,Linux,Mobile
135.192.254.48,-,-,27,12,2037,12,GET,/usr/register,404,5004,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",4790,Chrome,Linux,Mobile
66.85.47.143,-,-,27,12,2037,12,GET,/usr/login,404,4997,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",1781,Chrome,Windows,Others
74.17.116.10,-,-,27,12,2037,12,DELETE,/usr/register,403,5080,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,2338,Mozilla,Windows,Others
151.71.197.232,-,-,27,12,2037,12,DELETE,/usr/admin,404,4981,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",3928,Others,Linux,Mobile
203.239.32.86,-,-,27,12,2037,12,POST,/usr/admin/developer,404,4931,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",664,Chrome,Linux,Mobile
241.249.167.109,-,-,27,12,2037,12,POST,/usr/register,502,5040,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",984,Opera,Linux,Mobile
69.219.56.147,-,-,27,12,2037,12,DELETE,/usr/register,200,5002,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",2884,Chrome,Linux,Mobile
126.112.194.198,-,-,27,12,2037,12,GET,/usr/admin,200,5001,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,2566,Mozilla,Windows,Others
118.144.139.32,-,-,27,12,2037,12,PUT,/usr/login,304,4957,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",1455,Others,Windows,Others
200.247.228.53,-,-,27,12,2037,12,DELETE,/usr/login,200,5059,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,1462,Mozilla,Windows,Others
132.144.191.239,-,-,27,12,2037,12,PUT,/usr/login,303,5050,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",2271,Others,Linux,Mobile
143.222.128.77,-,-,27,12,2037,12,GET,/usr,304,4951,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",1185,Safari,iOS,Mobile
204.38.9.203,-,-,27,12,2037,12,GET,/usr/admin/developer,304,4906,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",3904,Opera,Windows,Others
170.162.212.184,-,-,27,12,2037,12,GET,/usr/login,303,5039,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",3454,Others,Windows,Others
163.152.48.202,-,-,27,12,2037,12,POST,/usr,502,5006,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",2723,Opera,Linux,Mobile
43.218.88.187,-,-,27,12,2037,12,DELETE,/usr/admin,502,5079,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",1456,Others,Linux,Mobile
64.134.22.15,-,-,27,12,2037,12,PUT,/usr/login,500,4973,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",571,Safari,Mac OS,Others
166.175.220.160,-,-,27,12,2037,12,PUT,/usr,404,4997,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",894,Others,Linux,Mobile
199.21.250.78,-,-,27,12,2037,12,GET,/usr/admin/developer,500,4884,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,3222,Mozilla,Linux,Mobile
210.77.101.111,-,-,27,12,2037,12,DELETE,/usr/admin,502,5004,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",3278,Others,Windows,Others
60.198.166.177,-,-,27,12,2037,12,POST,/usr/admin,502,4940,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",2793,Chrome,Linux,Mobile
244.4.161.149,-,-,27,12,2037,12,GET,/usr/admin/developer,403,5015,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,1716,Mozilla,Windows,Others
28.174.82.118,-,-,27,12,2037,12,PUT,/usr/admin,304,5051,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",3470,Safari,iOS,Mobile
78.218.138.138,-,-,27,12,2037,12,GET,/usr,404,4979,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",34,Others,Windows,Others
180.13.52.104,-,-,27,12,2037,12,PUT,/usr/register,500,5003,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",2985,Chrome,Windows,Others
187.62.192.32,-,-,27,12,2037,12,POST,/usr,500,5013,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",1929,Safari,iOS,Mobile
148.67.71.145,-,-,27,12,2037,12,PUT,/usr,200,4948,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",988,Chrome,Windows,Others
242.7.111.11,-,-,27,12,2037,12,DELETE,/usr/register,500,4994,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,4306,Mozilla,Windows,Others
136.119.149.75,-,-,27,12,2037,12,PUT,/usr/admin/developer,404,5003,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,4542,Mozilla,Windows,Others
5.4.240.136,-,-,27,12,2037,12,DELETE,/usr/admin,403,5018,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",3650,Safari,Mac OS,Others
